(storm) D:\Zhiyu\GNN-UDS\surrogate>python maxred.py --env chaohu --act rand --pop_size 64 --processes 8 --rain_num 100 --rain_suffix chaohu_testall --result_dir maxred_all100 --termination n_gen 100
MaxRed configs: Namespace(act='rand', crossover=[1.0, 3.0], directed=False, env='chaohu', length=0, mutation=[1.0, 3.0], order=1, pop_size=64, processes=8, rain_dir='./envs/config/', rain_num=100, rain_suffix='chaohu_testall', result_dir='./results/chaohu/maxred_all100', sampling=0.4, setting_duration=10, termination=['n_gen', 100])
Runoff time: 46.26052403450012 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
    83 |     5312 |  4.103928E+04 |  4.101074E+04
    84 |     5376 |  4.103638E+04 |  4.101074E+04
    85 |     5440 |  4.103299E+04 |  4.099911E+04
    86 |     5504 |  4.102715E+04 |  4.099911E+04
    87 |     5568 |  4.102463E+04 |  4.099911E+04
    88 |     5632 |  4.102172E+04 |  4.099911E+04
    89 |     5696 |  4.101829E+04 |  4.099702E+04
    90 |     5760 |  4.101641E+04 |  4.099635E+04
    91 |     5824 |  4.101491E+04 |  4.099421E+04
    92 |     5888 |  4.101321E+04 |  4.099421E+04
    93 |     5952 |  4.101152E+04 |  4.099421E+04
    94 |     6016 |  4.101091E+04 |  4.099421E+04
    95 |     6080 |  4.100954E+04 |  4.099421E+04
    96 |     6144 |  4.100896E+04 |  4.099421E+04
    97 |     6208 |  4.100811E+04 |  4.099421E+04
    98 |     6272 |  4.100724E+04 |  4.098987E+04
    99 |     6336 |  4.100678E+04 |  4.098987E+04
   100 |     6400 |  4.100636E+04 |  4.098987E+04
Best solution found: [1 2 0 0 1 1 1 0 0 0 0 0 2 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0
 2 1 0 1 1 0 0 2 1 0 2 2 1 0 2 1 2 0 2 1 1 1 1 2 1 0 2 1 2 0 2 1 1 0 2 1 1
 0 1 1 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0
 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
Function value: [40989.87085835]
Runoff time: 45.57040333747864 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  5.704243E+04 |  2.717317E+04
     2 |      128 |  5.262350E+04 |  2.717317E+04
     3 |      192 |  5.121201E+04 |  2.717317E+04
     4 |      256 |  4.957039E+04 |  2.717317E+04
     5 |      320 |  4.836420E+04 |  2.717317E+04
     6 |      384 |  4.715420E+04 |  2.717317E+04
     7 |      448 |  4.636821E+04 |  2.717317E+04
     8 |      512 |  4.575833E+04 |  2.717317E+04
     9 |      576 |  4.469320E+04 |  2.717317E+04
    10 |      640 |  4.428279E+04 |  2.717317E+04
    11 |      704 |  4.363782E+04 |  2.717317E+04
    12 |      768 |  4.246892E+04 |  2.703680E+04
    13 |      832 |  4.195585E+04 |  2.703680E+04
    14 |      896 |  4.150732E+04 |  2.703680E+04
    15 |      960 |  4.100337E+04 |  2.701909E+04
    16 |     1024 |  4.050950E+04 |  2.701909E+04
    17 |     1088 |  3.952227E+04 |  2.701909E+04
    18 |     1152 |  3.874608E+04 |  2.701909E+04
    19 |     1216 |  3.741738E+04 |  2.688271E+04
    20 |     1280 |  3.653500E+04 |  2.688271E+04
    21 |     1344 |  3.573370E+04 |  2.688271E+04
    22 |     1408 |  3.505436E+04 |  2.688271E+04
    23 |     1472 |  3.386776E+04 |  2.687225E+04
    24 |     1536 |  3.213645E+04 |  2.687225E+04
    25 |     1600 |  3.084433E+04 |  2.686649E+04
    26 |     1664 |  3.001855E+04 |  2.686288E+04
    27 |     1728 |  2.884209E+04 |  2.675060E+04
    28 |     1792 |  2.727211E+04 |  2.671885E+04
    29 |     1856 |  2.683647E+04 |  2.658650E+04
    30 |     1920 |  2.668484E+04 |  2.622255E+04
    31 |     1984 |  2.641919E+04 |  2.606193E+04
    32 |     2048 |  2.611999E+04 |  2.589367E+04
    33 |     2112 |  2.591517E+04 |  2.550387E+04
    34 |     2176 |  2.572046E+04 |  2.524175E+04
    35 |     2240 |  2.546747E+04 |  2.503715E+04
    36 |     2304 |  2.523326E+04 |  2.488787E+04
    37 |     2368 |  2.500742E+04 |  2.468687E+04
    38 |     2432 |  2.477936E+04 |  2.436943E+04
    39 |     2496 |  2.458277E+04 |  2.436943E+04
    40 |     2560 |  2.442805E+04 |  2.414148E+04
    41 |     2624 |  2.429499E+04 |  2.392032E+04
    42 |     2688 |  2.419332E+04 |  2.392032E+04
    43 |     2752 |  2.406022E+04 |  2.386426E+04
    44 |     2816 |  2.398051E+04 |  2.385412E+04
    45 |     2880 |  2.389737E+04 |  2.373757E+04
    46 |     2944 |  2.383320E+04 |  2.372961E+04
    47 |     3008 |  2.377248E+04 |  2.371696E+04
    48 |     3072 |  2.373704E+04 |  2.368618E+04
    49 |     3136 |  2.372089E+04 |  2.368536E+04
    50 |     3200 |  2.370897E+04 |  2.367355E+04
    51 |     3264 |  2.369520E+04 |  2.367026E+04
    52 |     3328 |  2.367977E+04 |  2.363176E+04
    53 |     3392 |  2.366253E+04 |  2.363176E+04
    54 |     3456 |  2.364584E+04 |  2.358324E+04
    55 |     3520 |  2.363270E+04 |  2.357142E+04
    56 |     3584 |  2.361572E+04 |  2.356938E+04
    57 |     3648 |  2.360090E+04 |  2.356938E+04
    58 |     3712 |  2.359248E+04 |  2.355754E+04
    59 |     3776 |  2.358312E+04 |  2.353722E+04
    60 |     3840 |  2.357468E+04 |  2.352568E+04
    61 |     3904 |  2.356317E+04 |  2.352568E+04
    62 |     3968 |  2.355437E+04 |  2.352568E+04
    63 |     4032 |  2.354941E+04 |  2.352568E+04
    64 |     4096 |  2.354699E+04 |  2.352568E+04
    65 |     4160 |  2.354542E+04 |  2.352568E+04
    66 |     4224 |  2.354370E+04 |  2.349333E+04
    67 |     4288 |  2.354115E+04 |  2.348008E+04
    68 |     4352 |  2.353841E+04 |  2.348008E+04
    69 |     4416 |  2.353456E+04 |  2.347705E+04
    70 |     4480 |  2.352875E+04 |  2.347629E+04
    71 |     4544 |  2.351898E+04 |  2.343051E+04
    72 |     4608 |  2.350673E+04 |  2.343051E+04
    73 |     4672 |  2.348963E+04 |  2.342850E+04
    74 |     4736 |  2.347666E+04 |  2.342850E+04
    75 |     4800 |  2.346035E+04 |  2.341069E+04
    76 |     4864 |  2.344544E+04 |  2.338715E+04
    77 |     4928 |  2.343579E+04 |  2.338489E+04
    78 |     4992 |  2.342542E+04 |  2.338489E+04
    79 |     5056 |  2.342077E+04 |  2.338489E+04
    80 |     5120 |  2.341584E+04 |  2.337837E+04
    81 |     5184 |  2.341054E+04 |  2.337837E+04
    82 |     5248 |  2.340719E+04 |  2.337837E+04
    83 |     5312 |  2.340338E+04 |  2.337837E+04
    84 |     5376 |  2.340062E+04 |  2.337837E+04
    85 |     5440 |  2.339929E+04 |  2.337837E+04
    86 |     5504 |  2.339809E+04 |  2.337837E+04
    87 |     5568 |  2.339733E+04 |  2.337837E+04
    88 |     5632 |  2.339660E+04 |  2.337837E+04
    89 |     5696 |  2.339558E+04 |  2.337837E+04
    90 |     5760 |  2.339489E+04 |  2.337837E+04
    91 |     5824 |  2.339384E+04 |  2.337837E+04
    92 |     5888 |  2.339304E+04 |  2.337837E+04
    93 |     5952 |  2.339182E+04 |  2.337837E+04
    94 |     6016 |  2.339120E+04 |  2.337837E+04
    95 |     6080 |  2.338964E+04 |  2.334081E+04
    96 |     6144 |  2.338671E+04 |  2.333367E+04
    97 |     6208 |  2.338174E+04 |  2.329979E+04
    98 |     6272 |  2.336997E+04 |  2.328267E+04
    99 |     6336 |  2.335616E+04 |  2.327935E+04
   100 |     6400 |  2.332784E+04 |  2.327125E+04
Best solution found: [1 1 0 0 0 1 1 0 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 2 0 0 0 1 1 0 0 1 1 0 0 1
 0 0 1 1 0 0 1 1 0 0 1 2 1 0 1 1 1 1 2 1 1 0 1 1 0 0 2 1 2 0 2 1 1 0 2 2 0
 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0
 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
Function value: [23271.24804833]
Runoff time: 45.663979291915894 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  6.741975E+04 |  3.379155E+04
     2 |      128 |  6.185829E+04 |  3.379155E+04
     3 |      192 |  6.068200E+04 |  3.379155E+04
     4 |      256 |  5.938810E+04 |  3.379155E+04
     5 |      320 |  5.841595E+04 |  3.379155E+04
     6 |      384 |  5.752980E+04 |  3.379155E+04
     7 |      448 |  5.642305E+04 |  3.379155E+04
     8 |      512 |  5.530550E+04 |  3.379155E+04
     9 |      576 |  5.475399E+04 |  3.379155E+04
    10 |      640 |  5.384119E+04 |  3.379155E+04
    11 |      704 |  5.312401E+04 |  3.379155E+04
    12 |      768 |  5.235040E+04 |  3.379155E+04
    13 |      832 |  5.152731E+04 |  3.379155E+04
    14 |      896 |  5.070811E+04 |  3.379155E+04
    15 |      960 |  5.000124E+04 |  3.379155E+04
    16 |     1024 |  4.976642E+04 |  3.379155E+04
    17 |     1088 |  4.972898E+04 |  3.379155E+04
    18 |     1152 |  4.897579E+04 |  3.379155E+04
    19 |     1216 |  4.894291E+04 |  3.379155E+04
    20 |     1280 |  4.766759E+04 |  3.379155E+04
    21 |     1344 |  4.760927E+04 |  3.379155E+04
    22 |     1408 |  4.751689E+04 |  3.379155E+04
    23 |     1472 |  4.663452E+04 |  3.379155E+04
    24 |     1536 |  4.543881E+04 |  3.379155E+04
    25 |     1600 |  4.430281E+04 |  3.367573E+04
    26 |     1664 |  4.324522E+04 |  3.367573E+04
    27 |     1728 |  4.224095E+04 |  3.367573E+04
    28 |     1792 |  4.157721E+04 |  3.367573E+04
    29 |     1856 |  4.006156E+04 |  3.362357E+04
    30 |     1920 |  3.744197E+04 |  3.362357E+04
    31 |     1984 |  3.503921E+04 |  3.356164E+04
    32 |     2048 |  3.416699E+04 |  3.351831E+04
    33 |     2112 |  3.373128E+04 |  3.341510E+04
    34 |     2176 |  3.353316E+04 |  3.319384E+04
    35 |     2240 |  3.342200E+04 |  3.315354E+04
    36 |     2304 |  3.327081E+04 |  3.304520E+04
    37 |     2368 |  3.314018E+04 |  3.295517E+04
    38 |     2432 |  3.303943E+04 |  3.282036E+04
    39 |     2496 |  3.294227E+04 |  3.271336E+04
    40 |     2560 |  3.284289E+04 |  3.264616E+04
    41 |     2624 |  3.272347E+04 |  3.238474E+04
    42 |     2688 |  3.261222E+04 |  3.238474E+04
    43 |     2752 |  3.252664E+04 |  3.237688E+04
    44 |     2816 |  3.244464E+04 |  3.225204E+04
    45 |     2880 |  3.236889E+04 |  3.223578E+04
    46 |     2944 |  3.230238E+04 |  3.213800E+04
    47 |     3008 |  3.223119E+04 |  3.201991E+04
    48 |     3072 |  3.215398E+04 |  3.201991E+04
    49 |     3136 |  3.208800E+04 |  3.189311E+04
    50 |     3200 |  3.201455E+04 |  3.188879E+04
    51 |     3264 |  3.195886E+04 |  3.186885E+04
    52 |     3328 |  3.189569E+04 |  3.173135E+04
    53 |     3392 |  3.187893E+04 |  3.173135E+04
    54 |     3456 |  3.185219E+04 |  3.172402E+04
    55 |     3520 |  3.182125E+04 |  3.172174E+04
    56 |     3584 |  3.176281E+04 |  3.171903E+04
    57 |     3648 |  3.172930E+04 |  3.171231E+04
    58 |     3712 |  3.172375E+04 |  3.170340E+04
    59 |     3776 |  3.171856E+04 |  3.170035E+04
    60 |     3840 |  3.171144E+04 |  3.169120E+04
    61 |     3904 |  3.170530E+04 |  3.167549E+04
    62 |     3968 |  3.169709E+04 |  3.158351E+04
    63 |     4032 |  3.168577E+04 |  3.158351E+04
    64 |     4096 |  3.166916E+04 |  3.157845E+04
    65 |     4160 |  3.164844E+04 |  3.155640E+04
    66 |     4224 |  3.161575E+04 |  3.153562E+04
    67 |     4288 |  3.158082E+04 |  3.153562E+04
    68 |     4352 |  3.156646E+04 |  3.153562E+04
    69 |     4416 |  3.156009E+04 |  3.152836E+04
    70 |     4480 |  3.155528E+04 |  3.152604E+04
    71 |     4544 |  3.155072E+04 |  3.152411E+04
    72 |     4608 |  3.154709E+04 |  3.151677E+04
    73 |     4672 |  3.154506E+04 |  3.151677E+04
    74 |     4736 |  3.154317E+04 |  3.151677E+04
    75 |     4800 |  3.154111E+04 |  3.151677E+04
    76 |     4864 |  3.153911E+04 |  3.151677E+04
    77 |     4928 |  3.153719E+04 |  3.151677E+04
    78 |     4992 |  3.153498E+04 |  3.151677E+04
    79 |     5056 |  3.153316E+04 |  3.151677E+04
    80 |     5120 |  3.153196E+04 |  3.150545E+04
    81 |     5184 |  3.153061E+04 |  3.150545E+04
    82 |     5248 |  3.152877E+04 |  3.150545E+04
    83 |     5312 |  3.152755E+04 |  3.150545E+04
    84 |     5376 |  3.152648E+04 |  3.150545E+04
    85 |     5440 |  3.152524E+04 |  3.150504E+04
    86 |     5504 |  3.152408E+04 |  3.150504E+04
    87 |     5568 |  3.152393E+04 |  3.150504E+04
    88 |     5632 |  3.152319E+04 |  3.150504E+04
    89 |     5696 |  3.152284E+04 |  3.150504E+04
    90 |     5760 |  3.152259E+04 |  3.150504E+04
    91 |     5824 |  3.152234E+04 |  3.150504E+04
    92 |     5888 |  3.152164E+04 |  3.150504E+04
    93 |     5952 |  3.152129E+04 |  3.150504E+04
    94 |     6016 |  3.152020E+04 |  3.150504E+04
    95 |     6080 |  3.151965E+04 |  3.150504E+04
    96 |     6144 |  3.151943E+04 |  3.150504E+04
    97 |     6208 |  3.151940E+04 |  3.150504E+04
    98 |     6272 |  3.151940E+04 |  3.150504E+04
    99 |     6336 |  3.151898E+04 |  3.150504E+04
   100 |     6400 |  3.151853E+04 |  3.150504E+04
Best solution found: [1 0 0 0 1 0 0 0 1 0 1 0 2 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 2 0 0 1 1 0 0 2
 0 0 1 0 2 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 2 0 2 1 1 1 1 2 1 0 2 0 1 0 0 1 1
 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0
 0 1 0 0 0 2 0 0 0 1 0 0 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
Function value: [31505.04188165]
Runoff time: 45.523316621780396 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  2.382713E+04 |  9.759610E+03
     2 |      128 |  1.833467E+04 |  8.593672E+03
     3 |      192 |  1.650592E+04 |  8.593672E+03
     4 |      256 |  1.484128E+04 |  8.593672E+03
     5 |      320 |  1.318243E+04 |  8.525618E+03
     6 |      384 |  1.195881E+04 |  8.086339E+03
     7 |      448 |  1.110601E+04 |  8.086339E+03
     8 |      512 |  1.013809E+04 |  7.915057E+03
     9 |      576 |  8.917974E+03 |  7.049026E+03
    10 |      640 |  8.289135E+03 |  7.049026E+03
    11 |      704 |  7.639369E+03 |  6.535799E+03
    12 |      768 |  7.155775E+03 |  6.535799E+03
    13 |      832 |  6.874764E+03 |  6.535799E+03
    14 |      896 |  6.756922E+03 |  6.535761E+03
    15 |      960 |  6.667550E+03 |  6.523446E+03
    16 |     1024 |  6.611959E+03 |  6.523446E+03
    17 |     1088 |  6.574900E+03 |  6.521595E+03
    18 |     1152 |  6.552334E+03 |  6.439108E+03
    19 |     1216 |  6.538836E+03 |  6.439108E+03
    20 |     1280 |  6.529210E+03 |  6.394168E+03
    21 |     1344 |  6.519046E+03 |  6.383723E+03
    22 |     1408 |  6.511652E+03 |  6.383723E+03
    23 |     1472 |  6.498266E+03 |  6.347793E+03
    24 |     1536 |  6.464608E+03 |  6.347793E+03
    25 |     1600 |  6.425489E+03 |  6.347793E+03
    26 |     1664 |  6.391921E+03 |  6.235795E+03
    27 |     1728 |  6.383197E+03 |  6.235795E+03
    28 |     1792 |  6.372468E+03 |  6.235795E+03
    29 |     1856 |  6.363322E+03 |  6.235795E+03
    30 |     1920 |  6.347336E+03 |  6.225460E+03
    31 |     1984 |  6.335296E+03 |  6.221116E+03
    32 |     2048 |  6.315119E+03 |  6.213611E+03
    33 |     2112 |  6.281652E+03 |  6.207403E+03
    34 |     2176 |  6.237067E+03 |  6.187218E+03
    35 |     2240 |  6.216323E+03 |  6.187218E+03
    36 |     2304 |  6.203547E+03 |  6.064458E+03
    37 |     2368 |  6.184841E+03 |  6.051265E+03
    38 |     2432 |  6.150059E+03 |  6.032174E+03
    39 |     2496 |  6.119424E+03 |  6.032174E+03
    40 |     2560 |  6.071459E+03 |  6.032174E+03
    41 |     2624 |  6.051827E+03 |  6.031900E+03
    42 |     2688 |  6.043082E+03 |  6.020167E+03
    43 |     2752 |  6.037612E+03 |  6.020167E+03
    44 |     2816 |  6.032389E+03 |  6.013958E+03
    45 |     2880 |  6.027228E+03 |  6.002285E+03
    46 |     2944 |  6.023153E+03 |  6.002285E+03
    47 |     3008 |  6.020402E+03 |  5.996578E+03
    48 |     3072 |  6.017691E+03 |  5.996578E+03
    49 |     3136 |  6.013038E+03 |  5.902027E+03
    50 |     3200 |  6.007733E+03 |  5.902027E+03
    51 |     3264 |  5.984854E+03 |  5.891095E+03
    52 |     3328 |  5.942327E+03 |  5.878678E+03
    53 |     3392 |  5.909602E+03 |  5.878678E+03
    54 |     3456 |  5.902772E+03 |  5.878678E+03
    55 |     3520 |  5.898582E+03 |  5.878678E+03
    56 |     3584 |  5.895681E+03 |  5.875106E+03
    57 |     3648 |  5.892542E+03 |  5.871457E+03
    58 |     3712 |  5.889284E+03 |  5.869527E+03
    59 |     3776 |  5.885893E+03 |  5.864047E+03
    60 |     3840 |  5.881664E+03 |  5.857053E+03
    61 |     3904 |  5.873202E+03 |  5.857053E+03
    62 |     3968 |  5.867589E+03 |  5.855967E+03
    63 |     4032 |  5.865331E+03 |  5.855967E+03
    64 |     4096 |  5.864160E+03 |  5.855967E+03
    65 |     4160 |  5.862867E+03 |  5.847328E+03
    66 |     4224 |  5.860567E+03 |  5.839615E+03
    67 |     4288 |  5.856243E+03 |  5.830538E+03
    68 |     4352 |  5.851892E+03 |  5.828042E+03
    69 |     4416 |  5.845575E+03 |  5.826369E+03
    70 |     4480 |  5.841135E+03 |  5.825860E+03
    71 |     4544 |  5.836590E+03 |  5.822744E+03
    72 |     4608 |  5.826406E+03 |  5.724894E+03
    73 |     4672 |  5.793844E+03 |  5.709486E+03
    74 |     4736 |  5.753785E+03 |  5.689782E+03
    75 |     4800 |  5.724710E+03 |  5.689782E+03
    76 |     4864 |  5.718718E+03 |  5.689782E+03
    77 |     4928 |  5.716177E+03 |  5.689782E+03
    78 |     4992 |  5.711962E+03 |  5.689281E+03
    79 |     5056 |  5.708560E+03 |  5.689281E+03
    80 |     5120 |  5.704065E+03 |  5.676362E+03
    81 |     5184 |  5.700934E+03 |  5.672689E+03
    82 |     5248 |  5.696908E+03 |  5.672689E+03
    83 |     5312 |  5.692609E+03 |  5.672689E+03
    84 |     5376 |  5.689875E+03 |  5.660942E+03
    85 |     5440 |  5.685762E+03 |  5.660942E+03
    86 |     5504 |  5.679978E+03 |  5.660942E+03
    87 |     5568 |  5.674632E+03 |  5.654888E+03
    88 |     5632 |  5.672477E+03 |  5.654888E+03
    89 |     5696 |  5.669673E+03 |  5.654888E+03
    90 |     5760 |  5.667721E+03 |  5.654888E+03
    91 |     5824 |  5.664730E+03 |  5.576985E+03
    92 |     5888 |  5.663349E+03 |  5.576985E+03
    93 |     5952 |  5.656317E+03 |  5.576985E+03
    94 |     6016 |  5.650208E+03 |  5.576985E+03
    95 |     6080 |  5.639439E+03 |  5.576985E+03
    96 |     6144 |  5.625914E+03 |  5.576985E+03
    97 |     6208 |  5.603564E+03 |  5.576985E+03
    98 |     6272 |  5.591980E+03 |  5.576985E+03
    99 |     6336 |  5.589025E+03 |  5.576912E+03
   100 |     6400 |  5.587812E+03 |  5.576912E+03
Best solution found: [1 0 0 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1
 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 1 1 0 0 0 2 0 0 0 1 0 0 0 1 1 0 0 1 1 0
 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0
 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
Function value: [5576.91170787]
Runoff time: 45.27327537536621 s
Minimizing
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min
=================================================
     1 |       64 |  5.023732E+03 |  3.360650E+03
     2 |      128 |  3.456994E+03 |  3.007895E+03
     3 |      192 |  3.235370E+03 |  2.465899E+03
     4 |      256 |  3.059742E+03 |  2.465899E+03
     5 |      320 |  2.882978E+03 |  2.362270E+03
     6 |      384 |  2.574928E+03 |  1.432605E+03
     7 |      448 |  2.101426E+03 |  1.249539E+03
     8 |      512 |  1.670811E+03 |  1.249539E+03
     9 |      576 |  1.421214E+03 |  9.784497E+02
    10 |      640 |  1.249815E+03 |  8.517180E+02
    11 |      704 |  1.155380E+03 |  8.517180E+02
    12 |      768 |  1.043375E+03 |  8.102098E+02
    13 |      832 |  9.836168E+02 |  8.102098E+02
    14 |      896 |  9.297858E+02 |  8.102098E+02
    15 |      960 |  8.807452E+02 |  8.102098E+02
    16 |     1024 |  8.616751E+02 |  8.102098E+02
    17 |     1088 |  8.510473E+02 |  8.102098E+02
    18 |     1152 |  8.411337E+02 |  8.102098E+02
    19 |     1216 |  8.339298E+02 |  8.102098E+02
    20 |     1280 |  8.250772E+02 |  8.053095E+02
    21 |     1344 |  8.181391E+02 |  7.931525E+02
    22 |     1408 |  8.128767E+02 |  7.931525E+02
    23 |     1472 |  8.062640E+02 |  7.744277E+02
    24 |     1536 |  7.997347E+02 |  7.744277E+02
    25 |     1600 |  7.938549E+02 |  7.719156E+02
    26 |     1664 |  7.866586E+02 |  7.630597E+02
    27 |     1728 |  7.784870E+02 |  7.516869E+02
    28 |     1792 |  7.724158E+02 |  7.516869E+02
    29 |     1856 |  7.679554E+02 |  7.516869E+02
    30 |     1920 |  7.637644E+02 |  7.461229E+02
    31 |     1984 |  7.602059E+02 |  7.403687E+02
    32 |     2048 |  7.573892E+02 |  7.402752E+02
    33 |     2112 |  7.536977E+02 |  7.402695E+02
    34 |     2176 |  7.512343E+02 |  7.402664E+02
    35 |     2240 |  7.487084E+02 |  7.399486E+02
    36 |     2304 |  7.462798E+02 |  7.286259E+02
    37 |     2368 |  7.430369E+02 |  7.285267E+02
    38 |     2432 |  7.400521E+02 |  7.285267E+02
    39 |     2496 |  7.360031E+02 |  7.172844E+02
    40 |     2560 |  7.320930E+02 |  7.172403E+02
    41 |     2624 |  7.285148E+02 |  7.172119E+02
    42 |     2688 |  7.246016E+02 |  7.052557E+02
    43 |     2752 |  7.218604E+02 |  7.052557E+02
    44 |     2816 |  7.189972E+02 |  7.051369E+02
    45 |     2880 |  7.142250E+02 |  6.936143E+02
    46 |     2944 |  7.120577E+02 |  6.936143E+02
    47 |     3008 |  7.095822E+02 |  6.936143E+02
    48 |     3072 |  7.065392E+02 |  6.934907E+02
    49 |     3136 |  7.022260E+02 |  6.934717E+02
    50 |     3200 |  6.981381E+02 |  6.824198E+02
    51 |     3264 |  6.925844E+02 |  6.823714E+02
    52 |     3328 |  6.883054E+02 |  6.720863E+02
    53 |     3392 |  6.857780E+02 |  6.720863E+02
    54 |     3456 |  6.815873E+02 |  6.716608E+02
    55 |     3520 |  6.792839E+02 |  6.617730E+02
    56 |     3584 |  6.745380E+02 |  6.617263E+02
    57 |     3648 |  6.705464E+02 |  6.617263E+02
    58 |     3712 |  6.687108E+02 |  6.617263E+02
    59 |     3776 |  6.673744E+02 |  6.615356E+02
